Wall time,Step,Value
1775143809.3475761,0,7.109216213226318
1775143922.8522906,100000,7.692520618438721
1775144040.2335105,200000,6.74467658996582
1775144196.268949,300000,9.685606002807617
1775144362.9634926,400000,8.858139038085938
1775144534.5927522,500000,9.91684341430664
1775144707.729448,600000,9.166369438171387
1775144853.5491729,700000,7.758699417114258
1775144980.2639704,800000,6.911027908325195
1775145119.4147267,900000,11.94555377960205
1775145301.1434705,1000000,8.92864990234375
1775145483.8243928,1100000,8.876009941101074
1775145666.3691254,1200000,9.668970108032227
1775145846.7141836,1300000,8.531389236450195
1775146026.6418338,1400000,9.300695419311523
1775146209.0828037,1500000,12.616530418395996
1775146390.4689205,1600000,12.905027389526367
1775146575.398887,1700000,19.1036376953125
1775146750.9138968,1800000,9.43490219116211
1775146934.7873251,1900000,18.454273223876953
1775147125.707052,2000000,22.404024124145508
1775147315.0575607,2100000,21.361818313598633
1775147507.5702844,2200000,24.94798469543457
1775147695.4834807,2300000,20.0108699798584
1775147890.0584397,2400000,26.16778564453125
1775148082.0427523,2500000,24.03858757019043
1775148276.2201607,2600000,26.6624813079834
1775148470.303336,2700000,26.157079696655273
1775148667.4569201,2800000,28.175907135009766
1775148869.4226727,2900000,33.98820495605469
1775149068.6415257,3000000,28.8503475189209
1775149270.1890419,3100000,31.202341079711914
1775149469.6768434,3200000,29.34479522705078
1775149677.1030834,3300000,37.43784713745117
1775149884.547367,3400000,37.55463409423828
1775150080.7511516,3500000,25.901378631591797
1775150283.4748232,3600000,33.05188751220703
1775150490.196029,3700000,36.41367721557617
1775150684.648313,3800000,25.589008331298828
1775150889.0887854,3900000,35.54072570800781
1775151085.2590911,4000000,27.480459213256836
1775151296.259482,4100000,42.23453903198242
1775151498.8172717,4200000,33.2276725769043
1775151709.7249398,4300000,41.76980972290039
1775151916.8995984,4400000,38.03544998168945
1775152128.3867397,4500000,42.99958419799805
1775152329.502214,4600000,31.5931339263916
1775152542.9237154,4700000,44.28153991699219
1775152742.6470387,4800000,30.832666397094727
1775152931.7873251,4900000,20.218050003051758
1775153129.6701586,5000000,28.90560531616211
1775153326.0387578,5100000,27.9800968170166
1775153516.7914717,5200000,22.640562057495117
1775153711.042663,5300000,25.976818084716797
1775153909.2231832,5400000,29.990192413330078
1775154101.360234,5500000,23.211841583251953
1775154290.2231083,5600000,20.73082733154297
1775154478.227856,5700000,20.80375099182129
1775154665.5897872,5800000,20.609914779663086
1775154852.548598,5900000,20.04149627685547
1775155057.6712565,6000000,36.891265869140625
1775155258.3214128,6100000,32.25337219238281
