Wall time,Step,Value
1775143809.3475761,0,-21.0
1775143922.8522906,100000,-21.0
1775144040.2335105,200000,-21.0
1775144196.268949,300000,-21.0
1775144362.9634926,400000,-21.0
1775144534.5927522,500000,-21.0
1775144707.729448,600000,-20.600000381469727
1775144853.5491729,700000,-20.5
1775144980.2639704,800000,-21.0
1775145119.4147267,900000,-20.200000762939453
1775145301.1434705,1000000,-21.0
1775145483.8243928,1100000,-20.600000381469727
1775145666.3691254,1200000,-20.0
1775145846.7141836,1300000,-21.0
1775146026.6418338,1400000,-20.799999237060547
1775146209.0828037,1500000,-18.0
1775146390.4689205,1600000,-19.799999237060547
1775146575.398887,1700000,-16.100000381469727
1775146750.9138968,1800000,-20.600000381469727
1775146934.7873251,1900000,-18.799999237060547
1775147125.707052,2000000,-13.399999618530273
1775147315.0575607,2100000,-14.899999618530273
1775147507.5702844,2200000,-14.800000190734863
1775147695.4834807,2300000,-14.899999618530273
1775147890.0584397,2400000,-12.363636016845703
1775148082.0427523,2500000,-14.399999618530273
1775148276.2201607,2600000,-12.100000381469727
1775148470.303336,2700000,-12.699999809265137
1775148667.4569201,2800000,-13.600000381469727
1775148869.4226727,2900000,-12.5
1775149068.6415257,3000000,-10.0
1775149270.1890419,3100000,-10.899999618530273
1775149469.6768434,3200000,-11.899999618530273
1775149677.1030834,3300000,-3.4000000953674316
1775149884.547367,3400000,-7.900000095367432
1775150080.7511516,3500000,-2.700000047683716
1775150283.4748232,3600000,-6.800000190734863
1775150490.196029,3700000,-5.300000190734863
1775150684.648313,3800000,-10.399999618530273
1775150889.0887854,3900000,-3.0
1775151085.2590911,4000000,4.400000095367432
1775151296.259482,4100000,-8.699999809265137
1775151498.8172717,4200000,5.099999904632568
1775151709.7249398,4300000,-1.0
1775151916.8995984,4400000,4.400000095367432
1775152128.3867397,4500000,7.400000095367432
1775152329.502214,4600000,12.0
1775152542.9237154,4700000,4.699999809265137
1775152742.6470387,4800000,13.699999809265137
