Wall time,Step,Value
1774968621.689554,0,-21.0
1774968737.9687076,100000,-21.0
1774968860.8542066,200000,-21.0
1774968991.0464919,300000,-20.600000381469727
1774969137.347344,400000,-21.0
1774969272.9969473,500000,-21.0
1774969416.4764907,600000,-21.0
1774969573.4697843,700000,-21.0
1774969724.1833272,800000,-21.0
1774969877.5236416,900000,-20.899999618530273
1774970025.4180982,1000000,-20.399999618530273
1774970196.9847486,1100000,-20.700000762939453
1774970346.1285172,1200000,-21.0
1774970494.081085,1300000,-21.0
1774970655.521119,1400000,-21.0
1774970815.2856402,1500000,-21.0
1774970972.2103705,1600000,-21.0
1774971145.828657,1700000,-21.0
1774971300.3223138,1800000,-21.0
1774971454.2854607,1900000,-21.0
1774971619.8103604,2000000,-21.0
1774971804.2015295,2100000,-21.0
1774971990.929011,2200000,-20.0
1774972173.757281,2300000,-21.0
1774972357.4309158,2400000,-21.0
1774972542.571204,2500000,-20.399999618530273
1774972727.0127356,2600000,-21.0
1774972911.1953416,2700000,-21.0
1774973095.1725304,2800000,-21.0
1774973279.431225,2900000,-20.700000762939453
1774973463.7227082,3000000,-21.0
1774973647.0780628,3100000,-20.700000762939453
1774973833.372305,3200000,-20.899999618530273
1774974021.2857206,3300000,-17.899999618530273
1774974207.8900678,3400000,-19.5
1774974393.260153,3500000,-20.299999237060547
1774974581.3469725,3600000,-18.600000381469727
1774974766.280284,3700000,-20.700000762939453
1774974954.2337768,3800000,-19.399999618530273
1774975131.6460726,3900000,-19.899999618530273
1774975287.678247,4000000,-20.799999237060547
1774975450.0897653,4100000,-20.100000381469727
1774975645.2408834,4200000,-15.199999809265137
1774975838.410237,4300000,-15.199999809265137
1774976027.2027397,4400000,-18.899999618530273
1774976221.2651286,4500000,-16.600000381469727
1774976418.3388703,4600000,-16.700000762939453
1774976620.1286776,4700000,-10.800000190734863
1774976816.9738407,4800000,-16.399999618530273
1774977009.3797565,4900000,-16.299999237060547
1774977207.107715,5000000,-10.899999618530273
1774977409.3033392,5100000,-17.600000381469727
1774977607.7769587,5200000,-13.600000381469727
1774977812.4945753,5300000,-8.600000381469727
1774978011.2575262,5400000,-12.199999809265137
1774978209.118186,5500000,-14.100000381469727
1774978421.1702933,5600000,-9.0
1774978616.8269594,5700000,-17.299999237060547
1774978814.4405556,5800000,-15.100000381469727
1774979019.155569,5900000,-9.600000381469727
1774979215.6463544,6000000,-15.5
1774979424.0695024,6100000,-6.5
1774979635.112812,6200000,-8.899999618530273
1774979838.1760018,6300000,-8.899999618530273
1774980035.1966891,6400000,-16.600000381469727
1774980245.4308543,6500000,-6.099999904632568
1774980450.5194924,6600000,-6.699999809265137
1774980654.3046665,6700000,-9.800000190734863
1774980855.277659,6800000,-12.5
1774981056.5450761,6900000,-7.800000190734863
1774981260.8748672,7000000,-8.0
1774981472.7574975,7100000,-1.2999999523162842
1774981679.8686466,7200000,-4.0
1774981886.1374288,7300000,-7.5
1774982088.1171224,7400000,-10.199999809265137
1774982298.2390988,7500000,-3.200000047683716
1774982505.2529283,7600000,-6.5
1774982712.0679903,7700000,-3.200000047683716
1774982920.762224,7800000,-6.5
1774983130.2729318,7900000,-3.299999952316284
1774983333.6610718,8000000,-8.100000381469727
1774983542.6180656,8100000,-7.599999904632568
1774983752.3490548,8200000,-2.0
1774983961.0545523,8300000,-5.800000190734863
1774984171.3181689,8400000,-4.5
1774984385.9829788,8500000,-4.0
1774984596.5548923,8600000,-5.599999904632568
1774984807.2692444,8700000,-0.6000000238418579
1774985018.9941251,8800000,-0.8999999761581421
1774985226.4832206,8900000,-6.199999809265137
1774985436.324167,9000000,-0.699999988079071
1774985649.609853,9100000,2.799999952316284
1774985864.7663758,9200000,1.899999976158142
1774986071.2339435,9300000,-6.300000190734863
1774986279.864299,9400000,-4.699999809265137
1774986493.3788276,9500000,-1.5
1774986706.788931,9600000,-3.9000000953674316
1774986911.9602656,9700000,-5.800000190734863
1774987129.4563203,9800000,-1.7000000476837158
1774987341.4971573,9900000,-5.400000095367432
1774987554.952565,10000000,0.6000000238418579
1774987772.0183918,10100000,-1.2000000476837158
1774987985.9965296,10200000,-0.699999988079071
1774988202.9987721,10300000,2.5999999046325684
1774988419.2662194,10400000,-0.30000001192092896
1774988642.191463,10500000,0.800000011920929
1774988855.0717177,10600000,-7.199999809265137
1774989068.1610177,10700000,-3.299999952316284
1774989282.4256105,10800000,-4.199999809265137
1774989498.8775678,10900000,4.099999904632568
1774989717.6827404,11000000,3.200000047683716
1774989928.1086762,11100000,-3.299999952316284
1774990153.2832737,11200000,0.30000001192092896
1774990371.0200863,11300000,6.5
1774990588.2326093,11400000,3.299999952316284
1774990810.6154313,11500000,-1.7000000476837158
1774991032.895853,11600000,3.799999952316284
1774991248.3762426,11700000,6.800000190734863
1774991467.468558,11800000,0.30000001192092896
1774991690.6703124,11900000,2.4000000953674316
1774991908.8048244,12000000,2.5
1774992123.204233,12100000,-4.800000190734863
1774992342.202646,12200000,2.0
1774992559.2088718,12300000,5.0
1774992778.0723262,12400000,5.900000095367432
1774992990.483144,12500000,6.300000190734863
1774993213.5977628,12600000,4.0
1774993423.4837413,12700000,-2.0999999046325684
1774993634.542562,12800000,-0.8999999761581421
1774993853.8228257,12900000,5.900000095367432
1774994058.158075,13000000,-4.0
1774994270.9506948,13100000,8.0
1774994491.91521,13200000,5.099999904632568
1774994717.465149,13300000,0.5
1774994935.2393885,13400000,5.454545497894287
1774995155.76052,13500000,8.0
1774995369.7322195,13600000,12.899999618530273
1774995580.8588142,13700000,12.199999809265137
1774995781.8256445,13800000,3.200000047683716
