Wall time,Step,Value
1775189482.9993227,0,0.0
1775189717.6656356,100000,107.51278686523438
1775189966.2305233,200000,72.38093566894531
1775190221.9170125,300000,156.95620727539062
1775190469.7137923,400000,48.02082824707031
1775190721.341439,500000,107.03387451171875
1775190974.9773586,600000,62.81122589111328
1775191232.4003808,700000,30.335622787475586
1775191493.3758402,800000,51.146846771240234
1775191756.597453,900000,115.67302703857422
1775192026.9187036,1000000,31.164884567260742
1775192298.342946,1100000,67.56663513183594
1775192567.9541783,1200000,82.3953857421875
1775192842.3695438,1300000,134.30934143066406
1775193109.3515203,1400000,136.6859893798828
1775193372.9940221,1500000,134.40982055664062
1775193661.4452167,1600000,150.21983337402344
1775193948.0409658,1700000,158.8678741455078
1775194233.0087745,1800000,103.16976165771484
1775194517.0447152,1900000,91.75511169433594
1775194797.1296182,2000000,101.98529052734375
1775195041.1828475,2100000,56.160484313964844
1775195280.7171993,2200000,80.63652801513672
1775195514.4223166,2300000,20.34699058532715
1775195752.7376425,2400000,83.55237579345703
1775195994.3855062,2500000,79.48113250732422
1775196269.03634,2600000,55.36470031738281
1775196558.4795747,2700000,227.65599060058594
1775196849.7111552,2800000,110.71246337890625
1775197136.3296955,2900000,60.835845947265625
1775197396.3234448,3000000,43.71498489379883
1775197642.998741,3100000,61.808170318603516
1775197918.582899,3200000,32.233524322509766
1775198195.537179,3300000,140.1650848388672
1775198474.783033,3400000,59.90826416015625
1775198757.9237008,3500000,62.68173599243164
1775199037.593087,3600000,87.24820709228516
1775199319.3902628,3700000,141.58389282226562
1775199595.000465,3800000,109.32063293457031
1775199878.437082,3900000,105.86430358886719
1775200158.1953082,4000000,55.047706604003906
1775200431.1095169,4100000,92.22798156738281
1775200696.5641484,4200000,48.34511184692383
1775200953.2735693,4300000,156.77691650390625
1775201216.565134,4400000,75.49834442138672
1775201477.1602395,4500000,94.81693267822266
1775201734.6709802,4600000,154.44174194335938
1775201999.9493577,4700000,136.90872192382812
1775202258.6310666,4800000,160.82289123535156
1775202511.1830997,4900000,158.52760314941406
1775202776.8888535,5000000,39.24283218383789
1775203012.0423286,5100000,213.51170349121094
1775203235.492398,5200000,30.099834442138672
1775204559.6939464,5300000,63.84355926513672
1775204822.0972342,5400000,183.67703247070312
1775205064.2710173,5500000,129.0242156982422
1775205297.3556929,5600000,99.64938354492188
1775205525.4909074,5700000,30.805843353271484
1775205756.3620222,5800000,73.38426208496094
1775205983.5188506,5900000,103.22427368164062
1775206221.6245806,6000000,132.79684448242188
1775206459.6921837,6100000,41.533119201660156
1775206689.427071,6200000,93.61624145507812
1775206919.3503656,6300000,86.11184692382812
1775207167.3502882,6400000,72.05726623535156
